order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
1523,662,478,72,330.75,3498.49,2020-09-19,1 Dahle Center,Apple Pay,delivered
1524,936,616,17,15.54,4878.06,2022-09-27,52610 Scott Point,credit card,delivered
1525,571,903,20,824.1,7418.52,2021-08-23,786 Dayton Court,Apple Pay,processing
1526,27,866,30,578.05,6197.05,2022-06-17,41 Sunfield Road,credit card,processing
1527,3,171,13,277.48,2779.11,2020-09-02,5 Meadow Vale Hill,credit card,delivered
1528,389,361,14,763.98,7521.77,2021-12-01,1221 Stang Drive,Apple Pay,shipped
1529,206,581,68,324.77,6440.94,2021-05-06,5 Arapahoe Crossing,Apple Pay,delivered
1530,220,248,45,69.87,1701.79,2021-07-24,53 Pearson Avenue,PayPal,processing
1531,787,55,83,608.79,5532.76,2020-12-25,81753 Briar Crest Alley,PayPal,pending
1532,762,522,68,966.42,8630.57,2022-12-30,196 Dapin Crossing,Apple Pay,shipped
1533,968,218,93,688.5,3661.94,2020-05-21,1416 Toban Avenue,PayPal,shipped
1534,566,989,7,579.8,9332.24,2022-09-05,07554 Merrick Drive,Apple Pay,delivered
1535,204,804,73,332.18,6949.41,2020-05-01,531 7th Court,credit card,delivered
1536,520,756,62,100.58,6608.13,2020-03-19,8288 Ryan Avenue,credit card,shipped
1537,324,571,24,932.66,2493.59,2021-11-24,5 Susan Point,Apple Pay,processing
1538,686,36,69,696.71,7358.08,2021-10-29,439 Bobwhite Place,Apple Pay,shipped
1539,503,298,46,976.74,7014.18,2020-04-02,90320 Dottie Center,credit card,processing
1540,813,230,1,74.32,7258.98,2022-05-13,25 Brickson Park Drive,Apple Pay,delivered
1541,458,873,22,199.87,3061.75,2020-04-24,56 Meadow Vale Avenue,credit card,shipped
1542,938,869,86,782.89,4616.26,2021-10-30,3 Melvin Junction,Apple Pay,pending
1543,411,882,67,337.95,5300.32,2020-05-23,998 West Road,credit card,processing
1544,85,542,48,767.1,1821.39,2020-12-08,555 Sage Road,credit card,delivered
1545,54,731,60,851.86,449.15,2021-11-09,617 Granby Alley,credit card,processing
1546,434,320,71,299.57,813.24,2022-10-26,87286 Erie Point,credit card,pending
1547,951,337,11,119.5,9011.07,2020-04-04,1 Grayhawk Drive,Apple Pay,pending
1548,404,247,42,892.3,271.58,2021-10-20,01366 Debs Road,PayPal,pending
1549,449,767,77,732.33,3904.51,2020-12-20,46593 Oak Terrace,Apple Pay,shipped
1550,360,396,80,974.13,4695.84,2021-10-31,2 South Parkway,credit card,processing
1551,742,192,79,73.54,2777.15,2020-12-21,3891 Jenna Way,Apple Pay,pending
1552,385,642,25,170.25,7828.53,2020-08-23,5 Towne Pass,PayPal,pending
1553,667,538,98,638.24,5831.13,2022-07-13,376 Briar Crest Point,Apple Pay,delivered
1554,16,868,19,981.9,45.25,2021-09-02,1 South Park,credit card,processing
1555,5,844,38,410.91,8256.56,2021-04-03,5954 3rd Junction,PayPal,delivered
1556,721,17,53,197.1,5886.79,2022-02-07,8484 Goodland Alley,Apple Pay,delivered
1557,69,613,48,211.7,8365.79,2022-02-14,0 Leroy Park,PayPal,shipped
1558,265,281,90,562.38,4051.05,2022-08-23,87214 Erie Road,Apple Pay,processing
1559,435,112,26,491.76,3550.28,2020-09-07,9636 Harper Way,PayPal,shipped
1560,166,825,84,349.68,6215.15,2022-06-03,07 Dovetail Lane,credit card,processing
1561,940,67,9,338.72,5024.7,2021-12-13,76666 Ramsey Place,PayPal,processing
1562,581,77,50,667.02,1707.79,2021-06-29,30 Dovetail Lane,credit card,delivered
1563,442,290,78,500.61,6067.58,2022-09-29,517 Homewood Alley,PayPal,pending
1564,918,920,96,858.84,1027.97,2021-11-24,64678 Sycamore Alley,credit card,delivered
1565,372,483,59,643.65,602.1,2022-02-15,181 Carioca Park,PayPal,processing
1566,490,566,12,20.23,8988.48,2021-07-13,9 Crest Line Circle,PayPal,pending
1567,118,449,63,625.35,7152.77,2021-06-23,9 Truax Park,credit card,pending
1568,157,169,74,609.08,1090.25,2020-11-09,905 Commercial Court,PayPal,processing
1569,902,543,23,979.72,3547.58,2021-01-18,5 Clove Terrace,Apple Pay,processing
1570,607,657,76,358.39,999.25,2022-12-03,2240 Fieldstone Point,credit card,pending
1571,290,295,17,762.79,7497.42,2022-10-31,9 Menomonie Park,Apple Pay,processing
1572,469,102,59,382.61,9876.59,2021-02-22,6000 Moose Point,credit card,delivered
1573,391,391,39,453.6,495.38,2022-12-13,82 6th Terrace,Apple Pay,shipped
1574,583,185,94,614.0,9893.58,2021-09-24,817 Forest Point,credit card,delivered
1575,145,245,46,552.6,1057.38,2022-01-18,96753 Dottie Center,credit card,processing
1576,199,295,7,910.97,7520.08,2021-03-25,69453 Ohio Center,credit card,processing
1577,394,986,36,994.93,245.09,2020-05-27,72615 Acker Parkway,PayPal,processing
1578,919,145,87,641.74,8823.82,2021-03-24,7412 Fisk Lane,PayPal,pending
1579,968,288,40,530.97,5721.96,2022-10-06,4408 Goodland Trail,credit card,pending
1580,730,656,23,905.14,5193.34,2022-12-20,28 Mesta Terrace,Apple Pay,delivered
1581,676,840,80,504.78,5383.13,2020-04-26,5808 Riverside Crossing,PayPal,shipped
1582,556,75,42,993.0,4922.54,2022-10-25,7483 Division Lane,credit card,delivered
1583,77,490,87,352.32,9447.59,2022-05-08,35843 Fallview Road,credit card,delivered
1584,486,159,83,516.48,6059.72,2022-11-07,08 Michigan Place,Apple Pay,pending
1585,81,119,51,841.59,7886.94,2022-07-10,1860 Ramsey Drive,Apple Pay,delivered
1586,260,955,23,456.93,7615.95,2021-03-05,2 Dawn Point,PayPal,delivered
1587,714,290,39,32.44,3487.0,2022-10-20,774 Pleasure Drive,credit card,pending
1588,74,892,30,49.28,9814.34,2020-10-30,32087 Sutteridge Point,PayPal,delivered
1589,936,154,26,990.0,6583.47,2020-01-09,6 Cascade Terrace,PayPal,shipped
1590,430,109,8,619.89,7441.37,2021-06-29,90831 Artisan Court,PayPal,shipped
1591,589,647,18,731.89,9419.73,2022-05-12,0 Elmside Circle,Apple Pay,pending
1592,977,387,56,773.45,5018.79,2022-01-26,8497 Caliangt Plaza,credit card,pending
1593,334,31,64,979.27,7311.39,2022-10-09,5437 Crescent Oaks Alley,credit card,pending
1594,623,30,29,802.99,8113.87,2020-04-27,35 Mallard Trail,PayPal,shipped
1595,888,617,47,717.8,3962.47,2022-08-24,22641 Arrowood Junction,PayPal,shipped
1596,138,880,72,684.4,4267.1,2021-12-10,011 Schmedeman Parkway,PayPal,processing
1597,12,819,54,455.9,1134.02,2022-11-28,82710 Bowman Road,PayPal,delivered
1598,585,432,7,359.85,9918.54,2020-10-04,9 Lunder Plaza,PayPal,shipped
1599,661,879,53,347.38,5211.9,2021-11-14,3 Basil Terrace,PayPal,processing
1600,13,70,59,516.32,2011.7,2020-02-15,5654 Gulseth Circle,Apple Pay,pending
1601,272,88,88,117.85,3595.83,2020-08-18,03 Swallow Way,Apple Pay,shipped
1602,456,946,57,765.99,5944.9,2022-11-18,191 Harbort Trail,credit card,processing
1603,440,864,2,693.2,39.96,2020-07-12,754 Scofield Circle,credit card,pending
1604,698,576,32,810.92,6384.35,2021-05-01,51 Golf Course Pass,credit card,pending
1605,677,436,85,57.16,5289.42,2021-04-29,8879 Esch Plaza,PayPal,processing
1606,346,485,55,468.26,943.1,2021-06-24,8076 Mitchell Crossing,credit card,delivered
1607,606,400,13,544.84,4989.55,2020-03-21,796 Norway Maple Park,PayPal,pending
1608,401,693,74,433.77,8718.03,2020-11-14,923 Canary Plaza,credit card,shipped
1609,128,932,75,729.48,8444.98,2022-04-14,039 Scofield Hill,PayPal,shipped
1610,73,120,67,386.78,976.43,2022-07-10,8 Surrey Place,PayPal,delivered
1611,743,881,7,557.45,6491.86,2022-03-27,313 Kinsman Junction,Apple Pay,processing
1612,411,52,11,653.85,7641.76,2022-10-21,73 Hooker Crossing,Apple Pay,delivered
1613,612,90,15,125.43,7692.66,2020-04-23,414 Northland Park,credit card,pending
1614,19,140,49,822.89,3375.36,2022-08-23,1856 Aberg Point,credit card,pending
1615,86,219,81,569.33,1628.77,2022-10-31,62 Jenna Alley,PayPal,pending
1616,2,267,9,375.72,3248.43,2021-07-12,42969 Carey Junction,credit card,processing
1617,818,999,44,760.95,8938.25,2021-05-04,3478 Veith Terrace,credit card,shipped
1618,620,430,96,537.3,5054.44,2020-02-09,36429 Rieder Lane,PayPal,processing
1619,275,103,71,693.35,3014.17,2022-03-20,662 Lien Trail,credit card,pending
1620,424,409,83,210.18,7856.25,2021-07-17,9 Mockingbird Junction,Apple Pay,delivered
1621,450,804,92,575.05,5838.05,2021-12-11,92 Pierstorff Way,PayPal,pending
1622,241,918,21,796.88,4474.68,2021-03-20,900 Sheridan Center,credit card,pending
1623,67,113,48,821.78,4142.42,2021-01-06,17 Hauk Drive,Apple Pay,delivered
1624,909,198,80,953.37,1943.97,2021-11-20,66150 Village Green Drive,PayPal,shipped
1625,111,806,35,171.16,2045.41,2022-05-25,0 Grayhawk Point,PayPal,pending
1626,625,318,17,675.38,4034.96,2022-05-05,1 Mandrake Hill,PayPal,delivered
1627,413,444,100,856.15,2307.29,2020-08-17,6427 Donald Road,Apple Pay,processing
1628,672,404,54,27.78,6594.67,2020-07-05,686 Holy Cross Center,credit card,processing
1629,247,36,12,642.26,6475.35,2022-09-03,6 Warrior Drive,Apple Pay,pending
1630,305,95,25,229.82,9600.01,2021-07-27,503 Sachs Drive,PayPal,delivered
1631,880,83,24,972.54,8308.59,2021-10-20,35657 Stuart Hill,PayPal,delivered
1632,983,571,76,465.0,790.55,2022-01-05,2 Kipling Crossing,PayPal,pending
1633,397,949,87,49.52,5909.34,2021-10-31,2 Cascade Crossing,Apple Pay,delivered
1634,194,538,69,952.46,1053.03,2022-07-23,2 Atwood Street,credit card,delivered
1635,242,16,80,100.43,519.33,2022-02-08,7415 Kenwood Park,PayPal,processing
1636,174,685,68,44.51,3517.98,2022-12-21,687 Michigan Lane,PayPal,processing
1637,998,852,43,611.63,4663.69,2020-09-07,017 Melody Circle,Apple Pay,processing
1638,639,862,22,122.35,1759.61,2020-06-24,55 Lake View Circle,Apple Pay,shipped
1639,322,223,75,712.81,162.48,2022-03-09,65823 Jenifer Road,Apple Pay,shipped
1640,900,364,84,576.82,3148.28,2021-01-21,46 Bowman Plaza,credit card,shipped
1641,796,700,86,18.16,3470.05,2022-05-21,33749 Waubesa Way,credit card,delivered
1642,414,12,30,828.99,2054.41,2022-04-13,70167 Holmberg Hill,PayPal,processing
1643,105,4,70,436.79,4390.48,2022-07-11,73793 Dryden Crossing,Apple Pay,processing
1644,565,336,85,321.28,2895.77,2022-11-07,5 Hudson Circle,Apple Pay,delivered
1645,480,390,71,652.47,2800.28,2020-10-06,8 Gateway Lane,Apple Pay,processing
1646,422,479,80,593.62,5624.69,2020-07-19,709 Little Fleur Trail,Apple Pay,delivered
1647,120,814,25,545.37,9940.5,2022-11-21,17 Pearson Terrace,Apple Pay,pending
1648,215,457,61,34.9,1953.11,2021-04-07,0939 Debs Trail,credit card,delivered
1649,640,581,80,757.68,2727.23,2022-02-20,43 Cottonwood Pass,Apple Pay,delivered
1650,724,262,61,792.59,9470.09,2021-03-14,01 Thompson Trail,PayPal,pending
1651,88,990,52,50.25,975.75,2022-09-29,681 Sachtjen Hill,credit card,processing
1652,331,272,55,164.56,4747.0,2020-07-06,8338 Union Trail,PayPal,pending
1653,316,408,45,167.2,9054.39,2021-08-08,6064 Fair Oaks Road,PayPal,shipped
1654,458,925,100,553.37,3199.12,2022-08-07,89602 Fallview Road,Apple Pay,pending
1655,862,541,60,610.85,8389.07,2022-01-29,8755 Moland Parkway,PayPal,delivered
1656,171,812,81,310.39,267.94,2022-10-17,34167 Brentwood Plaza,PayPal,delivered
1657,355,480,21,223.11,4382.65,2020-05-24,3 Randy Crossing,Apple Pay,shipped
1658,294,383,66,454.6,1565.9,2020-08-18,696 Vahlen Court,PayPal,delivered
1659,311,303,21,487.81,1345.71,2020-06-21,0531 Magdeline Junction,Apple Pay,pending
1660,434,916,98,653.68,9488.76,2020-12-17,82 Oriole Park,PayPal,pending
1661,370,767,48,403.46,7582.08,2022-11-16,57108 Reindahl Avenue,credit card,pending
1662,613,3,47,147.34,5977.17,2022-03-06,86438 Vera Plaza,Apple Pay,shipped
1663,972,135,10,491.08,3366.2,2022-08-13,7151 Truax Avenue,credit card,pending
1664,283,241,3,17.99,7430.59,2020-08-29,90 Lukken Terrace,Apple Pay,shipped
1665,483,878,100,147.92,1595.94,2021-10-11,3874 Chinook Way,PayPal,shipped
1666,847,270,95,256.4,4789.74,2020-02-18,418 Sommers Place,PayPal,processing
1667,279,704,100,568.34,6992.45,2020-11-09,33617 Dunning Road,Apple Pay,delivered
1668,762,203,53,543.64,9895.86,2021-09-10,2 Bobwhite Crossing,Apple Pay,delivered
1669,776,107,56,164.52,9260.2,2022-01-12,4513 Elgar Park,PayPal,processing
1670,139,539,30,47.45,5015.8,2020-12-30,9 Union Lane,credit card,processing
1671,729,832,2,526.13,8530.66,2020-07-14,116 Bluestem Street,Apple Pay,shipped
1672,292,924,55,362.09,4447.02,2022-02-21,5 Holy Cross Way,PayPal,pending
1673,212,217,88,940.9,9482.4,2020-02-16,88102 Reinke Way,credit card,shipped
1674,104,808,92,76.74,9862.14,2020-05-27,13 1st Pass,Apple Pay,processing
1675,300,915,84,644.76,5241.01,2020-01-26,02 Nova Place,credit card,processing
1676,132,845,57,952.63,7609.38,2022-01-05,08 Boyd Drive,credit card,delivered
1677,516,792,38,517.33,9060.55,2021-11-30,886 Westerfield Lane,credit card,processing
1678,905,763,15,672.14,9682.76,2021-12-14,609 Hoard Drive,credit card,processing
1679,875,872,7,325.61,3270.95,2021-02-21,21944 Dapin Center,PayPal,processing
1680,804,284,65,678.16,3021.6,2020-02-29,8653 Talmadge Terrace,PayPal,delivered
1681,708,889,33,160.74,9826.72,2020-08-08,5 Autumn Leaf Way,credit card,pending
1682,382,735,84,608.15,5272.87,2021-01-28,362 Gulseth Junction,PayPal,processing
1683,236,803,40,671.9,3865.46,2020-02-21,82711 Lien Avenue,PayPal,processing
1684,252,384,81,636.13,4634.41,2021-05-04,726 Roxbury Center,PayPal,delivered
1685,264,489,83,56.35,3703.93,2022-10-08,0 Northwestern Alley,credit card,pending
1686,83,152,5,96.96,3411.06,2022-05-24,9 Ramsey Center,Apple Pay,pending
1687,650,213,43,389.32,8551.55,2021-07-06,9 Elgar Trail,Apple Pay,shipped
1688,559,144,51,637.06,7061.48,2020-01-18,499 Emmet Street,PayPal,processing
1689,406,793,58,236.04,2558.54,2022-08-23,420 Hudson Street,credit card,shipped
1690,42,885,24,831.66,9461.58,2021-09-14,09 Milwaukee Avenue,PayPal,shipped
1691,629,520,21,487.87,6902.89,2020-10-06,08 Blackbird Lane,Apple Pay,pending
1692,816,681,29,674.32,8084.58,2022-02-01,666 Fisk Lane,PayPal,delivered
1693,949,375,64,749.65,2355.37,2020-03-15,21 Harper Lane,Apple Pay,pending
1694,885,897,54,132.53,500.0,2020-07-19,84 La Follette Avenue,PayPal,delivered
1695,633,959,60,227.35,4491.9,2022-12-07,920 Cottonwood Circle,credit card,shipped
1696,680,124,73,493.47,2791.28,2022-12-06,56 Arrowood Place,credit card,delivered
1697,293,684,52,238.26,8529.1,2020-02-26,86 Pine View Avenue,PayPal,shipped
1698,532,890,94,719.61,9930.42,2020-07-06,839 Vermont Terrace,PayPal,delivered
1699,109,169,31,976.63,5205.08,2021-04-10,0975 Kipling Place,Apple Pay,pending
1700,546,568,27,128.2,4578.96,2021-01-27,3355 Fieldstone Drive,PayPal,shipped
1701,586,858,60,701.99,464.29,2021-01-16,8479 Victoria Plaza,PayPal,pending
1702,610,794,25,813.31,4457.41,2022-08-17,288 School Crossing,PayPal,processing
1703,765,938,63,148.62,3913.78,2021-02-23,309 Bartillon Avenue,PayPal,pending
1704,548,115,69,567.42,6831.12,2020-12-20,79 Pearson Place,credit card,processing
1705,577,71,83,111.66,8296.84,2021-02-01,7344 Bultman Point,Apple Pay,pending
1706,90,650,57,317.95,3247.06,2021-06-27,001 Moose Terrace,PayPal,delivered
1707,62,599,21,157.1,7834.97,2022-10-07,00041 Oxford Trail,PayPal,pending
1708,158,570,76,730.59,6865.74,2022-02-05,68337 Sommers Court,Apple Pay,pending
1709,523,931,61,548.17,9749.06,2021-10-10,8790 Di Loreto Center,credit card,shipped
1710,122,979,24,248.27,5355.19,2020-09-11,412 Randy Pass,PayPal,delivered
1711,568,316,55,117.71,3592.42,2020-02-16,910 Grayhawk Road,credit card,pending
1712,460,796,12,140.85,4528.5,2021-01-21,6341 Clyde Gallagher Trail,Apple Pay,pending
1713,121,773,4,87.37,5952.86,2021-09-12,13640 Service Center,credit card,delivered
1714,920,183,6,320.39,7805.89,2021-12-21,6 Bowman Pass,Apple Pay,pending
1715,859,585,25,103.58,8804.58,2022-02-27,9896 4th Avenue,PayPal,pending
1716,756,138,55,815.33,7299.78,2021-10-15,226 Maryland Hill,PayPal,shipped
1717,682,783,64,324.74,1370.42,2020-04-06,88281 American Plaza,PayPal,delivered
1718,953,449,27,253.1,268.26,2020-03-12,688 Sullivan Hill,Apple Pay,pending
1719,134,710,86,993.17,8353.72,2021-12-23,44715 Truax Way,Apple Pay,shipped
1720,791,495,65,208.46,6807.59,2021-12-29,9 Randy Circle,PayPal,processing
1721,180,312,67,264.79,601.77,2020-09-03,62 Dixon Park,Apple Pay,delivered
1722,126,299,46,184.55,2124.86,2022-10-09,0326 Bunker Hill Pass,credit card,pending
1723,59,873,43,586.14,3184.45,2020-11-08,5 Randy Place,Apple Pay,pending
1724,165,669,62,984.72,8191.56,2020-07-19,11015 Morning Park,PayPal,pending
1725,958,686,48,346.09,5439.64,2021-07-27,55083 Del Mar Court,credit card,delivered
1726,393,155,56,689.72,7011.05,2020-02-07,54664 Nobel Trail,credit card,pending
1727,689,569,74,964.59,9228.78,2021-08-06,5 Kedzie Center,Apple Pay,pending
1728,65,440,4,115.57,1581.36,2021-03-06,887 Stephen Way,credit card,processing
1729,806,378,77,151.83,3603.26,2021-10-20,22 Victoria Way,PayPal,processing
1730,328,646,66,767.78,4227.6,2022-02-08,3 Rowland Alley,PayPal,delivered
1731,76,225,35,123.23,875.8,2022-06-11,4259 Novick Avenue,credit card,delivered
1732,389,921,18,955.1,7042.42,2022-02-13,036 Darwin Park,PayPal,delivered
1733,630,137,93,234.64,3109.41,2022-04-25,81 Alpine Center,Apple Pay,delivered
1734,886,448,56,835.16,3371.21,2022-12-23,05 Grayhawk Pass,Apple Pay,delivered
1735,402,500,65,865.43,8494.45,2020-08-29,739 Dixon Center,Apple Pay,shipped
1736,216,560,96,144.69,5935.71,2022-08-30,690 Kennedy Lane,PayPal,shipped
1737,253,906,47,641.42,2011.96,2021-11-22,10856 Alpine Plaza,Apple Pay,pending
1738,143,442,68,971.05,7273.14,2021-03-14,84942 Sycamore Junction,credit card,pending
1739,178,969,73,484.77,7312.85,2020-01-05,1861 Messerschmidt Terrace,Apple Pay,delivered
1740,470,886,18,447.85,3335.92,2021-11-13,38 Fair Oaks Alley,PayPal,pending
1741,436,671,38,503.05,3135.63,2020-10-21,1117 Scoville Point,PayPal,shipped
1742,784,277,10,669.31,3305.83,2022-04-10,485 Eastwood Lane,PayPal,processing
1743,187,766,77,540.24,2403.68,2020-03-18,0 Heath Crossing,credit card,shipped
1744,20,841,2,870.09,5048.05,2020-02-09,69419 High Crossing Court,Apple Pay,processing
1745,881,117,11,440.47,1413.3,2022-10-19,27092 Independence Road,PayPal,processing
1746,851,428,19,656.55,8137.93,2021-10-25,5 Blue Bill Park Road,Apple Pay,pending
1747,112,611,4,525.05,8595.23,2020-10-01,97 Clove Plaza,Apple Pay,shipped
1748,537,381,14,272.0,6774.86,2022-06-04,68185 Bartelt Drive,Apple Pay,delivered
1749,169,192,25,291.31,2741.61,2021-11-02,06 Milwaukee Terrace,Apple Pay,processing
1750,937,458,7,494.76,7283.96,2021-09-28,56549 Becker Park,Apple Pay,delivered
1751,562,470,5,845.11,7174.94,2020-12-30,57 Nevada Trail,Apple Pay,pending
1752,211,178,80,156.42,7790.19,2021-07-28,84 Merrick Court,PayPal,shipped
1753,541,928,70,920.88,6512.81,2022-03-17,134 Milwaukee Parkway,Apple Pay,shipped
1754,828,579,58,731.14,2324.93,2021-08-09,2 Riverside Trail,Apple Pay,shipped
1755,500,860,94,111.41,7022.66,2021-06-29,5983 Golf Course Alley,credit card,processing
1756,860,667,70,250.0,8226.65,2020-07-18,4552 Jenifer Center,credit card,shipped
1757,228,291,93,129.85,4504.0,2022-09-24,69 Dwight Way,credit card,pending
1758,416,834,61,321.98,6875.63,2020-12-12,209 Duke Lane,PayPal,shipped
1759,238,677,35,817.23,2828.42,2022-01-06,761 Sugar Way,credit card,pending
1760,785,991,9,748.86,3302.75,2021-01-21,6 Comanche Trail,credit card,shipped
1761,710,731,30,927.27,4971.54,2020-01-22,3659 Spaight Crossing,credit card,processing
1762,957,374,38,749.34,7283.6,2021-05-04,79566 Lakewood Gardens Parkway,Apple Pay,shipped
1763,874,373,92,325.54,5559.28,2020-08-12,9 Warrior Alley,Apple Pay,pending
1764,928,211,87,153.84,9681.12,2020-02-28,867 Summit Park,credit card,processing
1765,213,644,26,953.73,4243.96,2020-08-23,78 Heffernan Way,PayPal,processing
1766,823,561,35,893.39,4652.07,2020-01-01,41072 Sunnyside Court,PayPal,delivered
1767,457,228,45,376.7,3696.14,2020-01-21,70195 South Pass,Apple Pay,processing
1768,36,253,97,256.12,8902.6,2021-07-15,3268 Westridge Trail,PayPal,shipped
1769,882,820,16,708.48,7286.24,2022-06-12,403 Arkansas Alley,PayPal,pending
1770,580,601,50,718.93,5313.05,2021-02-02,70953 Heffernan Circle,credit card,shipped
1771,399,255,96,405.63,8978.74,2020-02-01,374 Mifflin Junction,Apple Pay,delivered
1772,529,521,45,88.51,3008.17,2022-08-10,46357 Dayton Parkway,credit card,delivered
1773,574,697,90,571.06,5797.45,2022-01-14,55940 Quincy Park,Apple Pay,delivered
1774,131,45,25,396.23,2419.23,2021-12-08,6 Orin Road,Apple Pay,pending
1775,421,746,90,770.09,3774.34,2020-12-12,3595 Upham Circle,PayPal,delivered
1776,234,756,42,663.33,3292.59,2022-01-04,434 North Avenue,PayPal,processing
1777,761,743,42,695.68,3824.54,2020-06-15,3967 Thompson Park,credit card,delivered
1778,618,811,24,583.34,152.96,2020-05-20,0275 Prentice Park,credit card,pending
1779,858,558,53,835.99,2184.32,2021-02-17,99485 Morrow Trail,credit card,processing
1780,206,434,96,36.4,2052.2,2022-07-24,608 Forest Street,PayPal,delivered
1781,250,167,91,825.04,8571.84,2022-04-23,9852 Warbler Park,Apple Pay,pending
1782,566,602,75,300.68,9759.68,2021-08-15,648 Mccormick Place,PayPal,processing
1783,18,863,98,845.42,3131.46,2020-01-27,470 Di Loreto Crossing,PayPal,processing
1784,819,41,18,64.61,5298.24,2020-09-17,041 Esker Street,PayPal,delivered
1785,557,17,50,293.39,4733.27,2020-11-13,19969 Heath Pass,PayPal,pending
1786,146,91,39,832.82,8444.05,2020-03-15,89370 Glendale Way,PayPal,pending
1787,508,532,65,330.96,4441.81,2020-07-20,665 Bunker Hill Point,PayPal,shipped
1788,705,536,44,183.32,9675.8,2020-04-21,9103 Roxbury Plaza,credit card,delivered
1789,431,26,67,285.41,7574.67,2021-07-29,4276 Fremont Terrace,PayPal,pending
1790,366,868,75,573.99,3944.81,2021-11-07,22623 Mallard Pass,PayPal,delivered
1791,766,958,31,23.49,3214.17,2022-12-09,9570 Glacier Hill Center,PayPal,processing
1792,653,101,2,279.6,5236.88,2022-07-22,00 Washington Plaza,Apple Pay,pending
1793,701,386,76,717.49,9442.06,2022-07-29,095 Shasta Avenue,Apple Pay,delivered
1794,733,844,29,706.88,2699.85,2020-01-12,067 Northview Crossing,Apple Pay,shipped
1795,383,504,64,940.32,8857.63,2022-05-18,1 Mayer Plaza,Apple Pay,processing
1796,332,244,74,116.39,2700.88,2021-01-13,0882 Forest Road,Apple Pay,processing
1797,405,552,10,76.3,7506.25,2020-02-19,72 Lakeland Way,Apple Pay,processing
1798,547,111,57,683.01,5054.53,2020-12-22,4464 Bashford Parkway,PayPal,pending
1799,356,250,90,145.33,3221.3,2021-05-29,0059 Crownhardt Alley,Apple Pay,shipped
1800,835,937,61,877.89,7758.57,2022-03-27,676 Prairieview Center,Apple Pay,shipped
1801,681,156,58,374.1,2540.36,2022-01-26,676 Truax Way,PayPal,shipped
1802,780,953,78,664.37,4593.72,2021-09-09,8750 Starling Court,credit card,shipped
1803,226,522,7,319.71,2421.45,2020-07-21,25 Judy Place,PayPal,pending
1804,348,609,35,266.94,8294.42,2020-06-03,45 Pleasure Lane,PayPal,shipped
1805,883,231,60,421.62,5429.42,2022-06-13,429 Bay Parkway,Apple Pay,pending
1806,663,330,71,300.89,1351.14,2020-10-21,269 Sunbrook Pass,credit card,pending
1807,46,240,34,168.01,715.01,2021-01-11,02012 Hallows Way,Apple Pay,pending
1808,533,926,98,855.49,9508.31,2020-01-10,75 Darwin Circle,credit card,processing
1809,777,20,82,531.27,4076.75,2022-10-10,787 Orin Hill,PayPal,delivered
1810,291,491,15,138.86,4256.66,2022-11-28,84261 Katie Way,Apple Pay,pending
1811,308,402,2,722.38,8950.46,2022-12-26,866 Summit Place,Apple Pay,shipped
1812,941,778,58,783.33,7443.71,2022-03-12,9431 Kennedy Circle,credit card,shipped
1813,669,712,46,90.93,5086.58,2020-05-29,95904 Fallview Junction,Apple Pay,processing
1814,837,835,38,540.28,1981.54,2022-06-14,7715 Scott Drive,Apple Pay,pending
1815,535,574,12,814.59,6636.06,2021-12-15,871 Shelley Alley,credit card,shipped
1816,285,499,6,559.0,728.33,2020-06-05,3 Carey Hill,Apple Pay,pending
1817,861,319,2,231.13,6018.83,2020-02-19,2 6th Parkway,credit card,processing
1818,108,462,45,128.69,4500.81,2021-02-04,074 Stuart Center,Apple Pay,pending
1819,56,371,9,839.96,1327.51,2020-07-27,97 Hovde Point,Apple Pay,processing
1820,894,670,96,989.02,5907.47,2021-10-07,00114 Shopko Terrace,PayPal,pending
1821,521,822,90,989.5,8093.26,2022-02-09,073 Oneill Point,Apple Pay,processing
1822,962,952,61,821.73,9276.06,2022-07-22,8659 Marquette Avenue,PayPal,pending
1823,507,265,50,312.82,1800.56,2020-11-26,178 Oakridge Center,credit card,pending
1824,376,690,76,877.06,2383.95,2021-07-25,04835 Messerschmidt Lane,Apple Pay,shipped
1825,398,229,15,64.51,4553.35,2020-09-19,59 Blue Bill Park Lane,PayPal,processing
1826,877,18,53,505.46,1030.63,2020-06-14,38 Florence Pass,credit card,processing
1827,598,455,91,834.23,910.82,2020-08-16,7 Independence Way,PayPal,pending
1828,551,162,4,233.97,324.04,2022-04-23,1 Mandrake Hill,Apple Pay,delivered
1829,44,37,7,753.66,4116.93,2022-10-28,60 Algoma Lane,credit card,pending
1830,579,10,70,662.98,8205.63,2022-04-07,47090 Fieldstone Avenue,Apple Pay,pending
1831,720,463,13,452.89,7687.73,2020-11-05,37 Corry Road,credit card,shipped
1832,842,298,44,596.69,1603.69,2022-01-18,6 Judy Pass,PayPal,delivered
1833,338,810,87,322.48,4355.5,2022-03-06,36 Holmberg Street,Apple Pay,delivered
1834,930,425,45,453.91,5522.52,2020-03-25,8768 Vera Plaza,credit card,delivered
1835,975,306,33,407.98,7380.96,2021-07-16,41 Columbus Park,Apple Pay,processing
1836,935,898,76,137.11,7142.09,2020-12-30,27 Doe Crossing Center,PayPal,pending
1837,274,529,92,152.26,2268.33,2022-03-30,2 Corry Court,PayPal,processing
